image_id,filename,original_status,original_overall_score,final_status,final_overall_score,focus_score,brightness_score,contrast_score,noise_score,fov_score,illumination_score,artifact_score,raw_focus_metrics,raw_brightness_metrics,raw_contrast_metrics,raw_noise_metrics,raw_fov_metrics,raw_illumination_metrics,raw_artifact_metrics,detected_problems,hard_failure,hard_failure_reasons,enhancement_required,enhancement_applied,enhancement_operations,post_enhancement_status,post_enhancement_score,score_delta,ok_to_go,recapture_required,feedback,final_reason,processing_time_ms
aptos_1dfe599d12a9,aptos_1dfe599d12a9.png,NON-CRITICAL,0.9188,NON-CRITICAL,0.8465,0.6102,0.9713,1.0,0.7045,0.9115,0.9103,1.0,"{""var_laplacian"": 34.39, ""laplacian_energy"": 34.39, ""tenengrad"": 539.06, ""sobel_mean"": 13.47}","{""mean"": 93.83, ""median"": 90.0, ""p5"": 60.0, ""p95"": 142.0, ""dark_pct"": 1.21, ""bright_pct"": 0.02}","{""rms"": 28.17, ""grayscale_std"": 28.17, ""spread_p95_p5"": 82.0, ""michelson"": 0.406}","{""residual_std"": 1.65, ""residual_mad"": 0.97, ""local_var_mean"": 32.16}","{""coverage"": 0.481, ""circularity"": 0.996, ""aspect_ratio"": 0.998, ""border_clipped"": false}","{""center_edge_ratio"": 1.014, ""center_edge_diff"": 1.33, ""map_cov"": 0.295}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.8465,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.846 >= 0.7, Min Dimension = 0.610)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.846 >= 0.7, Min Dimension = 0.610))",0.69
aptos_1e036f2e7095,aptos_1e036f2e7095.png,BORDERLINE,0.7265,NON-CRITICAL,0.9305,0.9879,0.877,1.0,0.5222,0.9986,1.0,1.0,"{""var_laplacian"": 82.55, ""laplacian_energy"": 82.55, ""tenengrad"": 556.47, ""sobel_mean"": 19.43}","{""mean"": 73.6, ""median"": 73.0, ""p5"": 44.0, ""p95"": 100.0, ""dark_pct"": 0.74, ""bright_pct"": 0.02}","{""rms"": 20.4, ""grayscale_std"": 20.4, ""spread_p95_p5"": 56.0, ""michelson"": 0.389}","{""residual_std"": 2.01, ""residual_mad"": 1.54, ""local_var_mean"": 21.01}","{""coverage"": 0.912, ""circularity"": 0.919, ""aspect_ratio"": 1.322, ""border_clipped"": true}","{""center_edge_ratio"": 1.054, ""center_edge_diff"": 3.87, ""map_cov"": 0.165}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}","Successfully improved from BORDERLINE to NON-CRITICAL via bilateral_denoising, gamma_correction, CLAHE, unsharp_masking (Score: 0.727 -> 0.930, Delta: +0.204). Passed post-enhancement quality assessment.",False,None,False,True,bilateral_denoising; gamma_correction; CLAHE; unsharp_masking,NON-CRITICAL,0.9305,0.204,True,False,"Intermediate quality suitable for enhancement (Focus/Defocus, Exposure; Overall Score = 0.767)","Successfully improved from BORDERLINE to NON-CRITICAL via bilateral_denoising, gamma_correction, CLAHE, unsharp_masking (Score: 0.727 -> 0.930, Delta: +0.204). Passed post-enhancement quality assessment.",6672.23
aptos_1e143fa3de57,aptos_1e143fa3de57.png,BORDERLINE,0.7265,NON-CRITICAL,0.9156,0.7751,0.9461,1.0,0.7989,1.0,1.0,1.0,"{""var_laplacian"": 31.35, ""laplacian_energy"": 31.35, ""tenengrad"": 200.55, ""sobel_mean"": 10.82}","{""mean"": 82.81, ""median"": 84.0, ""p5"": 59.0, ""p95"": 105.0, ""dark_pct"": 0.98, ""bright_pct"": 0.0}","{""rms"": 17.02, ""grayscale_std"": 17.02, ""spread_p95_p5"": 46.0, ""michelson"": 0.28}","{""residual_std"": 1.38, ""residual_mad"": 1.02, ""local_var_mean"": 7.59}","{""coverage"": 0.742, ""circularity"": 0.934, ""aspect_ratio"": 1.263, ""border_clipped"": true}","{""center_edge_ratio"": 1.179, ""center_edge_diff"": 14.17, ""map_cov"": 0.222}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.9156,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.916 >= 0.7, Min Dimension = 0.775)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.916 >= 0.7, Min Dimension = 0.775))",1.25
aptos_1e1fb019710d,aptos_1e1fb019710d.png,BORDERLINE,0.7265,NON-CRITICAL,0.8988,0.7059,0.9146,0.9592,0.9131,1.0,1.0,1.0,"{""var_laplacian"": 10.69, ""laplacian_energy"": 10.69, ""tenengrad"": 164.16, ""sobel_mean"": 10.13}","{""mean"": 101.39, ""median"": 102.0, ""p5"": 81.0, ""p95"": 122.0, ""dark_pct"": 0.73, ""bright_pct"": 0.0}","{""rms"": 15.63, ""grayscale_std"": 15.63, ""spread_p95_p5"": 41.0, ""michelson"": 0.202}","{""residual_std"": 0.96, ""residual_mad"": 0.59, ""local_var_mean"": 5.89}","{""coverage"": 0.839, ""circularity"": 0.927, ""aspect_ratio"": 1.302, ""border_clipped"": true}","{""center_edge_ratio"": 1.093, ""center_edge_diff"": 9.09, ""map_cov"": 0.16}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.8988,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.899 >= 0.7, Min Dimension = 0.706)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.899 >= 0.7, Min Dimension = 0.706))",1.24
aptos_1e4650743fa2,aptos_1e4650743fa2.png,BORDERLINE,0.7265,NON-CRITICAL,0.8587,0.6036,0.9157,0.8475,0.9332,1.0,1.0,1.0,"{""var_laplacian"": 6.42, ""laplacian_energy"": 6.42, ""tenengrad"": 77.82, ""sobel_mean"": 6.95}","{""mean"": 101.24, ""median"": 103.0, ""p5"": 77.0, ""p95"": 118.0, ""dark_pct"": 0.72, ""bright_pct"": 0.0}","{""rms"": 14.61, ""grayscale_std"": 14.61, ""spread_p95_p5"": 41.0, ""michelson"": 0.21}","{""residual_std"": 0.74, ""residual_mad"": 0.42, ""local_var_mean"": 2.47}","{""coverage"": 0.751, ""circularity"": 0.933, ""aspect_ratio"": 1.271, ""border_clipped"": true}","{""center_edge_ratio"": 1.086, ""center_edge_diff"": 8.41, ""map_cov"": 0.151}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.8587,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.859 >= 0.7, Min Dimension = 0.604)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.859 >= 0.7, Min Dimension = 0.604))",1.24
aptos_1e4b3b823b95,aptos_1e4b3b823b95.png,BORDERLINE,0.7265,NON-CRITICAL,0.8372,0.7227,0.8954,0.9984,0.9116,0.9966,0.8247,0.4933,"{""var_laplacian"": 17.21, ""laplacian_energy"": 17.21, ""tenengrad"": 107.14, ""sobel_mean"": 7.99}","{""mean"": 103.95, ""median"": 102.0, ""p5"": 55.0, ""p95"": 159.0, ""dark_pct"": 1.1, ""bright_pct"": 0.19}","{""rms"": 32.08, ""grayscale_std"": 32.08, ""spread_p95_p5"": 104.0, ""michelson"": 0.486}","{""residual_std"": 0.97, ""residual_mad"": 0.69, ""local_var_mean"": 4.27}","{""coverage"": 0.915, ""circularity"": 0.918, ""aspect_ratio"": 1.322, ""border_clipped"": true}","{""center_edge_ratio"": 1.534, ""center_edge_diff"": 48.21, ""map_cov"": 0.266}","{""sat_pixel_pct"": 0.086, ""glare_blob_count"": 1, ""glare_max_area"": 3922}",None,False,None,False,False,None,NOT_APPLICABLE,0.8372,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.837 >= 0.7, Min Dimension = 0.493)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.837 >= 0.7, Min Dimension = 0.493))",1.82
aptos_1e742358e0b9,aptos_1e742358e0b9.png,BORDERLINE,0.7265,NON-CRITICAL,0.8695,0.8943,0.983,0.7972,0.6751,0.9974,0.6177,1.0,"{""var_laplacian"": 69.43, ""laplacian_energy"": 69.43, ""tenengrad"": 311.17, ""sobel_mean"": 11.83}","{""mean"": 92.27, ""median"": 88.0, ""p5"": 31.0, ""p95"": 172.0, ""dark_pct"": 1.11, ""bright_pct"": 0.0}","{""rms"": 42.17, ""grayscale_std"": 42.17, ""spread_p95_p5"": 141.0, ""michelson"": 0.695}","{""residual_std"": 1.73, ""residual_mad"": 1.3, ""local_var_mean"": 14.32}","{""coverage"": 0.913, ""circularity"": 0.918, ""aspect_ratio"": 1.321, ""border_clipped"": true}","{""center_edge_ratio"": 1.094, ""center_edge_diff"": 8.26, ""map_cov"": 0.431}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.8695,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.869 >= 0.7, Min Dimension = 0.618)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.869 >= 0.7, Min Dimension = 0.618))",0.85
aptos_1e7ccd4a1c87,aptos_1e7ccd4a1c87.png,BORDERLINE,0.7265,NON-CRITICAL,0.8628,0.7806,0.7768,1.0,0.9133,0.997,0.9199,0.6821,"{""var_laplacian"": 16.38, ""laplacian_energy"": 16.38, ""tenengrad"": 153.55, ""sobel_mean"": 9.7}","{""mean"": 65.94, ""median"": 64.0, ""p5"": 36.0, ""p95"": 104.0, ""dark_pct"": 1.01, ""bright_pct"": 0.06}","{""rms"": 23.97, ""grayscale_std"": 23.97, ""spread_p95_p5"": 68.0, ""michelson"": 0.486}","{""residual_std"": 0.95, ""residual_mad"": 0.67, ""local_var_mean"": 6.47}","{""coverage"": 0.913, ""circularity"": 0.918, ""aspect_ratio"": 1.322, ""border_clipped"": true}","{""center_edge_ratio"": 1.213, ""center_edge_diff"": 13.33, ""map_cov"": 0.289}","{""sat_pixel_pct"": 0.047, ""glare_blob_count"": 1, ""glare_max_area"": 2182}",None,False,None,False,False,None,NOT_APPLICABLE,0.8628,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.863 >= 0.7, Min Dimension = 0.682)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.863 >= 0.7, Min Dimension = 0.682))",0.71
aptos_1e8a1fdee5b9,aptos_1e8a1fdee5b9.png,BORDERLINE,0.7265,NON-CRITICAL,0.8709,0.5303,0.9716,1.0,0.9259,1.0,1.0,1.0,"{""var_laplacian"": 7.84, ""laplacian_energy"": 7.84, ""tenengrad"": 95.98, ""sobel_mean"": 7.57}","{""mean"": 86.21, ""median"": 87.0, ""p5"": 64.0, ""p95"": 110.0, ""dark_pct"": 0.74, ""bright_pct"": 0.0}","{""rms"": 16.43, ""grayscale_std"": 16.43, ""spread_p95_p5"": 46.0, ""michelson"": 0.264}","{""residual_std"": 0.81, ""residual_mad"": 0.47, ""local_var_mean"": 3.08}","{""coverage"": 0.839, ""circularity"": 0.927, ""aspect_ratio"": 1.302, ""border_clipped"": true}","{""center_edge_ratio"": 1.113, ""center_edge_diff"": 9.4, ""map_cov"": 0.197}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.8709,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.871 >= 0.7, Min Dimension = 0.530)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.871 >= 0.7, Min Dimension = 0.530))",0.7
aptos_1e8c31e29dd3,aptos_1e8c31e29dd3.png,BORDERLINE,0.7265,NON-CRITICAL,0.9108,0.9398,0.9078,1.0,0.3968,1.0,1.0,1.0,"{""var_laplacian"": 61.75, ""laplacian_energy"": 61.75, ""tenengrad"": 782.51, ""sobel_mean"": 16.41}","{""mean"": 102.3, ""median"": 103.0, ""p5"": 82.0, ""p95"": 129.0, ""dark_pct"": 3.1, ""bright_pct"": 0.0}","{""rms"": 24.04, ""grayscale_std"": 24.04, ""spread_p95_p5"": 47.0, ""michelson"": 0.223}","{""residual_std"": 2.16, ""residual_mad"": 1.16, ""local_var_mean"": 29.06}","{""coverage"": 0.816, ""circularity"": 0.989, ""aspect_ratio"": 1.0, ""border_clipped"": true}","{""center_edge_ratio"": 1.159, ""center_edge_diff"": 15.88, ""map_cov"": 0.196}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.9108,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.911 >= 0.7, Min Dimension = 0.397)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.911 >= 0.7, Min Dimension = 0.397))",0.73
aptos_1e9224ccca95,aptos_1e9224ccca95.png,BORDERLINE,0.7265,NON-CRITICAL,0.8705,0.7516,0.8744,0.7617,0.8716,1.0,1.0,1.0,"{""var_laplacian"": 19.86, ""laplacian_energy"": 19.86, ""tenengrad"": 128.23, ""sobel_mean"": 9.79}","{""mean"": 73.25, ""median"": 72.0, ""p5"": 58.0, ""p95"": 90.0, ""dark_pct"": 0.73, ""bright_pct"": 0.0}","{""rms"": 13.83, ""grayscale_std"": 13.83, ""spread_p95_p5"": 32.0, ""michelson"": 0.216}","{""residual_std"": 1.18, ""residual_mad"": 0.86, ""local_var_mean"": 3.82}","{""coverage"": 0.751, ""circularity"": 0.936, ""aspect_ratio"": 1.271, ""border_clipped"": true}","{""center_edge_ratio"": 1.047, ""center_edge_diff"": 3.41, ""map_cov"": 0.169}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.8705,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.870 >= 0.7, Min Dimension = 0.752)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.870 >= 0.7, Min Dimension = 0.752))",0.69
aptos_1ec95179cdfe,aptos_1ec95179cdfe.png,BORDERLINE,0.7505,NON-CRITICAL,0.8169,0.4796,0.8814,0.7898,1.0,0.9839,0.9876,1.0,"{""var_laplacian"": 26.51, ""laplacian_energy"": 26.53, ""tenengrad"": 381.53, ""sobel_mean"": 12.72}","{""mean"": 74.19, ""median"": 74.0, ""p5"": 60.0, ""p95"": 84.0, ""dark_pct"": 0.8, ""bright_pct"": 0.0}","{""rms"": 14.09, ""grayscale_std"": 14.09, ""spread_p95_p5"": 24.0, ""michelson"": 0.167}","{""residual_std"": 1.38, ""residual_mad"": 0.85, ""local_var_mean"": 15.95}","{""coverage"": 0.803, ""circularity"": 0.957, ""aspect_ratio"": 1.239, ""border_clipped"": true}","{""center_edge_ratio"": 0.976, ""center_edge_diff"": 1.76, ""map_cov"": 0.162}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}","Successfully improved from BORDERLINE to NON-CRITICAL via illumination_normalization, gamma_correction (Score: 0.750 -> 0.817, Delta: +0.066). Passed post-enhancement quality assessment.",False,None,False,True,illumination_normalization; gamma_correction,NON-CRITICAL,0.8169,0.0664,True,False,"Intermediate quality suitable for enhancement (Focus/Defocus, Exposure; Overall Score = 0.741)","Successfully improved from BORDERLINE to NON-CRITICAL via illumination_normalization, gamma_correction (Score: 0.750 -> 0.817, Delta: +0.066). Passed post-enhancement quality assessment.",656.9
aptos_1ee1eb7943db,aptos_1ee1eb7943db.png,BORDERLINE,0.7505,NON-CRITICAL,0.8979,0.7412,0.8144,1.0,0.904,1.0,1.0,1.0,"{""var_laplacian"": 15.51, ""laplacian_energy"": 15.51, ""tenengrad"": 120.22, ""sobel_mean"": 8.91}","{""mean"": 111.78, ""median"": 115.0, ""p5"": 77.0, ""p95"": 137.0, ""dark_pct"": 0.69, ""bright_pct"": 0.0}","{""rms"": 21.34, ""grayscale_std"": 21.34, ""spread_p95_p5"": 60.0, ""michelson"": 0.28}","{""residual_std"": 1.06, ""residual_mad"": 0.75, ""local_var_mean"": 4.04}","{""coverage"": 0.751, ""circularity"": 0.936, ""aspect_ratio"": 1.267, ""border_clipped"": true}","{""center_edge_ratio"": 1.073, ""center_edge_diff"": 8.09, ""map_cov"": 0.212}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.8979,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.898 >= 0.7, Min Dimension = 0.741)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.898 >= 0.7, Min Dimension = 0.741))",0.64
aptos_1ee355480567,aptos_1ee355480567.png,BORDERLINE,0.7505,NON-CRITICAL,0.9153,0.8551,0.9521,1.0,0.7063,0.9504,0.9555,1.0,"{""var_laplacian"": 38.15, ""laplacian_energy"": 38.15, ""tenengrad"": 243.86, ""sobel_mean"": 13.22}","{""mean"": 83.61, ""median"": 83.0, ""p5"": 55.0, ""p95"": 118.0, ""dark_pct"": 1.0, ""bright_pct"": 0.0}","{""rms"": 21.42, ""grayscale_std"": 21.42, ""spread_p95_p5"": 63.0, ""michelson"": 0.364}","{""residual_std"": 1.64, ""residual_mad"": 1.2, ""local_var_mean"": 6.79}","{""coverage"": 0.48, ""circularity"": 0.997, ""aspect_ratio"": 1.0, ""border_clipped"": false}","{""center_edge_ratio"": 1.017, ""center_edge_diff"": 1.4, ""map_cov"": 0.267}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.9153,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.915 >= 0.7, Min Dimension = 0.706)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.915 >= 0.7, Min Dimension = 0.706))",0.89
aptos_1eee55494271,aptos_1eee55494271.png,BORDERLINE,0.7505,NON-CRITICAL,0.8984,0.841,0.9812,0.8377,0.7359,0.9508,0.9911,1.0,"{""var_laplacian"": 34.57, ""laplacian_energy"": 34.57, ""tenengrad"": 223.45, ""sobel_mean"": 12.46}","{""mean"": 92.5, ""median"": 93.0, ""p5"": 79.0, ""p95"": 104.0, ""dark_pct"": 1.04, ""bright_pct"": 0.0}","{""rms"": 14.52, ""grayscale_std"": 14.52, ""spread_p95_p5"": 25.0, ""michelson"": 0.137}","{""residual_std"": 1.56, ""residual_mad"": 1.13, ""local_var_mean"": 6.4}","{""coverage"": 0.48, ""circularity"": 0.997, ""aspect_ratio"": 1.0, ""border_clipped"": false}","{""center_edge_ratio"": 0.983, ""center_edge_diff"": 1.59, ""map_cov"": 0.179}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.8984,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.898 >= 0.7, Min Dimension = 0.736)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.898 >= 0.7, Min Dimension = 0.736))",1.22
aptos_1efa5d443707,aptos_1efa5d443707.png,BORDERLINE,0.8155,NON-CRITICAL,0.9382,0.9543,0.9825,1.0,0.5222,1.0,1.0,1.0,"{""var_laplacian"": 29.98, ""laplacian_energy"": 29.98, ""tenengrad"": 451.73, ""sobel_mean"": 16.83}","{""mean"": 87.67, ""median"": 86.0, ""p5"": 62.0, ""p95"": 121.0, ""dark_pct"": 1.12, ""bright_pct"": 0.0}","{""rms"": 20.92, ""grayscale_std"": 20.92, ""spread_p95_p5"": 59.0, ""michelson"": 0.322}","{""residual_std"": 1.49, ""residual_mad"": 1.03, ""local_var_mean"": 17.11}","{""coverage"": 0.722, ""circularity"": 0.945, ""aspect_ratio"": 1.231, ""border_clipped"": true}","{""center_edge_ratio"": 1.225, ""center_edge_diff"": 18.5, ""map_cov"": 0.214}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}","Successfully improved from BORDERLINE to NON-CRITICAL via CLAHE (Score: 0.816 -> 0.938, Delta: +0.123). Passed post-enhancement quality assessment.",False,None,False,True,CLAHE,NON-CRITICAL,0.9382,0.1227,True,False,Intermediate quality suitable for enhancement (Focus/Defocus; Overall Score = 0.809),"Successfully improved from BORDERLINE to NON-CRITICAL via CLAHE (Score: 0.816 -> 0.938, Delta: +0.123). Passed post-enhancement quality assessment.",1943.65
aptos_1f07dae3cadb,aptos_1f07dae3cadb.png,BORDERLINE,0.8155,NON-CRITICAL,0.8745,0.7626,0.9815,0.6767,0.8516,1.0,1.0,1.0,"{""var_laplacian"": 21.98, ""laplacian_energy"": 21.98, ""tenengrad"": 137.27, ""sobel_mean"": 9.94}","{""mean"": 92.47, ""median"": 92.0, ""p5"": 79.0, ""p95"": 111.0, ""dark_pct"": 0.7, ""bright_pct"": 0.0}","{""rms"": 13.06, ""grayscale_std"": 13.06, ""spread_p95_p5"": 32.0, ""michelson"": 0.168}","{""residual_std"": 1.24, ""residual_mad"": 0.91, ""local_var_mean"": 4.03}","{""coverage"": 0.751, ""circularity"": 0.935, ""aspect_ratio"": 1.267, ""border_clipped"": true}","{""center_edge_ratio"": 1.109, ""center_edge_diff"": 9.6, ""map_cov"": 0.133}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.8745,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.875 >= 0.7, Min Dimension = 0.677)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.875 >= 0.7, Min Dimension = 0.677))",0.69
aptos_1f0e223b8055,aptos_1f0e223b8055.png,BORDERLINE,0.8155,NON-CRITICAL,0.8659,0.731,0.8825,0.7206,0.9271,1.0,1.0,1.0,"{""var_laplacian"": 7.48, ""laplacian_energy"": 7.48, ""tenengrad"": 112.86, ""sobel_mean"": 8.71}","{""mean"": 74.34, ""median"": 74.0, ""p5"": 57.0, ""p95"": 93.0, ""dark_pct"": 0.87, ""bright_pct"": 0.0}","{""rms"": 13.46, ""grayscale_std"": 13.46, ""spread_p95_p5"": 36.0, ""michelson"": 0.24}","{""residual_std"": 0.8, ""residual_mad"": 0.48, ""local_var_mean"": 3.83}","{""coverage"": 0.758, ""circularity"": 0.955, ""aspect_ratio"": 1.202, ""border_clipped"": true}","{""center_edge_ratio"": 1.25, ""center_edge_diff"": 17.33, ""map_cov"": 0.203}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.8659,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.866 >= 0.7, Min Dimension = 0.721)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.866 >= 0.7, Min Dimension = 0.721))",0.68
aptos_1f15ca672675,aptos_1f15ca672675.png,BORDERLINE,0.8155,NON-CRITICAL,0.839,0.8697,0.689,0.7745,0.6145,0.9478,0.9838,1.0,"{""var_laplacian"": 50.04, ""laplacian_energy"": 50.04, ""tenengrad"": 267.13, ""sobel_mean"": 14.29}","{""mean"": 61.06, ""median"": 64.0, ""p5"": 38.0, ""p95"": 75.0, ""dark_pct"": 1.04, ""bright_pct"": 0.0}","{""rms"": 13.95, ""grayscale_std"": 13.95, ""spread_p95_p5"": 37.0, ""michelson"": 0.327}","{""residual_std"": 1.85, ""residual_mad"": 1.36, ""local_var_mean"": 6.9}","{""coverage"": 0.479, ""circularity"": 0.997, ""aspect_ratio"": 1.0, ""border_clipped"": false}","{""center_edge_ratio"": 1.019, ""center_edge_diff"": 1.2, ""map_cov"": 0.25}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.839,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.839 >= 0.7, Min Dimension = 0.615)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.839 >= 0.7, Min Dimension = 0.615))",0.65
aptos_1f31701dd61b,aptos_1f31701dd61b.png,BORDERLINE,0.8155,NON-CRITICAL,0.9042,0.7983,0.9182,1.0,0.6693,1.0,1.0,1.0,"{""var_laplacian"": 40.0, ""laplacian_energy"": 40.0, ""tenengrad"": 542.51, ""sobel_mean"": 12.58}","{""mean"": 100.91, ""median"": 103.0, ""p5"": 82.0, ""p95"": 120.0, ""dark_pct"": 2.97, ""bright_pct"": 0.0}","{""rms"": 20.92, ""grayscale_std"": 20.92, ""spread_p95_p5"": 38.0, ""michelson"": 0.188}","{""residual_std"": 1.75, ""residual_mad"": 0.9, ""local_var_mean"": 21.09}","{""coverage"": 0.812, ""circularity"": 0.99, ""aspect_ratio"": 1.0, ""border_clipped"": true}","{""center_edge_ratio"": 1.09, ""center_edge_diff"": 9.0, ""map_cov"": 0.171}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.9042,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.904 >= 0.7, Min Dimension = 0.669)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.904 >= 0.7, Min Dimension = 0.669))",0.64
aptos_1f3f32efaf20,aptos_1f3f32efaf20.png,BORDERLINE,0.8155,NON-CRITICAL,0.8963,0.927,0.8192,1.0,0.4168,1.0,1.0,1.0,"{""var_laplacian"": 59.09, ""laplacian_energy"": 59.09, ""tenengrad"": 876.3, ""sobel_mean"": 16.09}","{""mean"": 110.92, ""median"": 114.0, ""p5"": 78.0, ""p95"": 139.0, ""dark_pct"": 4.41, ""bright_pct"": 0.0}","{""rms"": 28.0, ""grayscale_std"": 28.0, ""spread_p95_p5"": 61.0, ""michelson"": 0.281}","{""residual_std"": 2.13, ""residual_mad"": 1.07, ""local_var_mean"": 34.5}","{""coverage"": 0.827, ""circularity"": 0.986, ""aspect_ratio"": 1.0, ""border_clipped"": true}","{""center_edge_ratio"": 1.141, ""center_edge_diff"": 15.4, ""map_cov"": 0.198}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.8963,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.896 >= 0.7, Min Dimension = 0.417)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.896 >= 0.7, Min Dimension = 0.417))",0.65
