image_id,filename,original_status,original_overall_score,final_status,final_overall_score,focus_score,brightness_score,contrast_score,noise_score,fov_score,illumination_score,artifact_score,raw_focus_metrics,raw_brightness_metrics,raw_contrast_metrics,raw_noise_metrics,raw_fov_metrics,raw_illumination_metrics,raw_artifact_metrics,detected_problems,hard_failure,hard_failure_reasons,enhancement_required,enhancement_applied,enhancement_operations,post_enhancement_status,post_enhancement_score,score_delta,ok_to_go,recapture_required,feedback,final_reason,processing_time_ms
aptos_7bc00e58d419,aptos_7bc00e58d419.png,NON-CRITICAL,0.9467,NON-CRITICAL,0.9467,1.0,0.987,1.0,0.5222,1.0,0.9645,1.0,"{""var_laplacian"": 78.34, ""laplacian_energy"": 78.34, ""tenengrad"": 725.26, ""sobel_mean"": 19.37}","{""mean"": 88.26, ""median"": 88.0, ""p5"": 65.0, ""p95"": 117.0, ""dark_pct"": 2.37, ""bright_pct"": 0.0}","{""rms"": 22.41, ""grayscale_std"": 22.41, ""spread_p95_p5"": 52.0, ""michelson"": 0.286}","{""residual_std"": 2.4, ""residual_mad"": 1.49, ""local_var_mean"": 23.38}","{""coverage"": 0.808, ""circularity"": 0.992, ""aspect_ratio"": 1.0, ""border_clipped"": true}","{""center_edge_ratio"": 1.249, ""center_edge_diff"": 20.5, ""map_cov"": 0.262}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.9467,0.0,True,False,Intermediate quality suitable for enhancement (Noise; Overall Score = 0.920),"Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.947 >= 0.7, Min Dimension = 0.522))",497.01
aptos_7bc2e0fa3f72,aptos_7bc2e0fa3f72.png,NON-CRITICAL,0.9467,NON-CRITICAL,0.7706,0.6261,0.427,0.7168,0.9267,0.9992,1.0,1.0,"{""var_laplacian"": 12.44, ""laplacian_energy"": 12.44, ""tenengrad"": 59.5, ""sobel_mean"": 6.0}","{""mean"": 46.5, ""median"": 47.0, ""p5"": 28.0, ""p95"": 64.0, ""dark_pct"": 1.09, ""bright_pct"": 0.0}","{""rms"": 13.43, ""grayscale_std"": 13.43, ""spread_p95_p5"": 36.0, ""michelson"": 0.391}","{""residual_std"": 0.81, ""residual_mad"": 0.54, ""local_var_mean"": 2.42}","{""coverage"": 0.911, ""circularity"": 0.92, ""aspect_ratio"": 1.322, ""border_clipped"": true}","{""center_edge_ratio"": 1.286, ""center_edge_diff"": 12.32, ""map_cov"": 0.225}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.7706,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.771 >= 0.7, Min Dimension = 0.427)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.771 >= 0.7, Min Dimension = 0.427))",0.7
aptos_7bc4dd99eee5,aptos_7bc4dd99eee5.png,NON-CRITICAL,0.9467,NON-CRITICAL,0.8614,0.7016,0.9265,0.6993,0.9276,0.9957,1.0,1.0,"{""var_laplacian"": 7.48, ""laplacian_energy"": 7.48, ""tenengrad"": 94.0, ""sobel_mean"": 8.14}","{""mean"": 80.2, ""median"": 81.0, ""p5"": 63.0, ""p95"": 94.0, ""dark_pct"": 0.72, ""bright_pct"": 0.0}","{""rms"": 13.27, ""grayscale_std"": 13.27, ""spread_p95_p5"": 31.0, ""michelson"": 0.197}","{""residual_std"": 0.8, ""residual_mad"": 0.47, ""local_var_mean"": 2.87}","{""coverage"": 0.722, ""circularity"": 0.917, ""aspect_ratio"": 1.325, ""border_clipped"": true}","{""center_edge_ratio"": 1.057, ""center_edge_diff"": 4.47, ""map_cov"": 0.167}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.8614,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.861 >= 0.7, Min Dimension = 0.699)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.861 >= 0.7, Min Dimension = 0.699))",0.67
aptos_7bda86d95c5b,aptos_7bda86d95c5b.png,NON-CRITICAL,0.9467,NON-CRITICAL,0.8642,0.6358,0.786,0.9585,0.9355,1.0,1.0,1.0,"{""var_laplacian"": 5.88, ""laplacian_energy"": 5.88, ""tenengrad"": 111.08, ""sobel_mean"": 8.17}","{""mean"": 113.2, ""median"": 113.0, ""p5"": 94.0, ""p95"": 134.0, ""dark_pct"": 0.8, ""bright_pct"": 0.0}","{""rms"": 15.62, ""grayscale_std"": 15.62, ""spread_p95_p5"": 40.0, ""michelson"": 0.175}","{""residual_std"": 0.71, ""residual_mad"": 0.4, ""local_var_mean"": 4.47}","{""coverage"": 0.75, ""circularity"": 0.935, ""aspect_ratio"": 1.271, ""border_clipped"": true}","{""center_edge_ratio"": 1.108, ""center_edge_diff"": 11.84, ""map_cov"": 0.159}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.8642,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.864 >= 0.7, Min Dimension = 0.636)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.864 >= 0.7, Min Dimension = 0.636))",0.75
aptos_7be1b9aa78aa,aptos_7be1b9aa78aa.png,NON-CRITICAL,0.9467,NON-CRITICAL,0.9098,0.892,0.9114,1.0,0.5011,1.0,1.0,1.0,"{""var_laplacian"": 52.32, ""laplacian_energy"": 52.32, ""tenengrad"": 710.63, ""sobel_mean"": 16.02}","{""mean"": 101.81, ""median"": 103.0, ""p5"": 80.0, ""p95"": 131.0, ""dark_pct"": 2.96, ""bright_pct"": 0.0}","{""rms"": 22.31, ""grayscale_std"": 22.31, ""spread_p95_p5"": 51.0, ""michelson"": 0.242}","{""residual_std"": 2.01, ""residual_mad"": 1.12, ""local_var_mean"": 26.31}","{""coverage"": 0.814, ""circularity"": 0.991, ""aspect_ratio"": 1.0, ""border_clipped"": true}","{""center_edge_ratio"": 1.187, ""center_edge_diff"": 18.45, ""map_cov"": 0.183}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.9098,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.910 >= 0.7, Min Dimension = 0.501)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.910 >= 0.7, Min Dimension = 0.501))",0.71
aptos_7bf981d9c7fe,aptos_7bf981d9c7fe.png,NON-CRITICAL,0.9467,NON-CRITICAL,0.8399,0.607,0.891,0.7494,0.921,1.0,1.0,1.0,"{""var_laplacian"": 8.86, ""laplacian_energy"": 8.86, ""tenengrad"": 124.26, ""sobel_mean"": 8.89}","{""mean"": 104.53, ""median"": 104.0, ""p5"": 91.0, ""p95"": 121.0, ""dark_pct"": 0.71, ""bright_pct"": 0.0}","{""rms"": 13.72, ""grayscale_std"": 13.72, ""spread_p95_p5"": 30.0, ""michelson"": 0.142}","{""residual_std"": 0.87, ""residual_mad"": 0.52, ""local_var_mean"": 4.29}","{""coverage"": 0.839, ""circularity"": 0.927, ""aspect_ratio"": 1.302, ""border_clipped"": true}","{""center_edge_ratio"": 1.103, ""center_edge_diff"": 10.43, ""map_cov"": 0.152}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.8399,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.840 >= 0.7, Min Dimension = 0.607)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.840 >= 0.7, Min Dimension = 0.607))",0.85
aptos_7c2e852171c0,aptos_7c2e852171c0.png,NON-CRITICAL,0.9467,NON-CRITICAL,0.9059,0.912,0.9158,1.0,0.4473,1.0,0.9585,1.0,"{""var_laplacian"": 56.08, ""laplacian_energy"": 56.08, ""tenengrad"": 766.71, ""sobel_mean"": 18.07}","{""mean"": 101.23, ""median"": 100.0, ""p5"": 73.0, ""p95"": 138.0, ""dark_pct"": 3.3, ""bright_pct"": 0.0}","{""rms"": 27.81, ""grayscale_std"": 27.81, ""spread_p95_p5"": 65.0, ""michelson"": 0.308}","{""residual_std"": 2.09, ""residual_mad"": 1.22, ""local_var_mean"": 27.9}","{""coverage"": 0.815, ""circularity"": 0.991, ""aspect_ratio"": 1.0, ""border_clipped"": true}","{""center_edge_ratio"": 1.225, ""center_edge_diff"": 21.42, ""map_cov"": 0.266}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.9059,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.906 >= 0.7, Min Dimension = 0.447)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.906 >= 0.7, Min Dimension = 0.447))",2.44
aptos_7c2f820a6425,aptos_7c2f820a6425.png,NON-CRITICAL,0.9467,NON-CRITICAL,0.9268,0.7515,0.9882,1.0,0.9067,1.0,1.0,1.0,"{""var_laplacian"": 12.32, ""laplacian_energy"": 12.32, ""tenengrad"": 168.86, ""sobel_mean"": 10.62}","{""mean"": 88.43, ""median"": 90.0, ""p5"": 62.0, ""p95"": 109.0, ""dark_pct"": 0.67, ""bright_pct"": 0.0}","{""rms"": 17.52, ""grayscale_std"": 17.52, ""spread_p95_p5"": 47.0, ""michelson"": 0.275}","{""residual_std"": 1.03, ""residual_mad"": 0.66, ""local_var_mean"": 5.34}","{""coverage"": 0.838, ""circularity"": 0.927, ""aspect_ratio"": 1.302, ""border_clipped"": true}","{""center_edge_ratio"": 1.118, ""center_edge_diff"": 10.03, ""map_cov"": 0.196}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.9268,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.927 >= 0.7, Min Dimension = 0.752)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.927 >= 0.7, Min Dimension = 0.752))",0.86
aptos_7c3747c0b2c3,aptos_7c3747c0b2c3.png,NON-CRITICAL,0.9467,NON-CRITICAL,0.9135,0.866,0.9127,1.0,0.6997,0.9479,0.98,1.0,"{""var_laplacian"": 38.2, ""laplacian_energy"": 38.2, ""tenengrad"": 260.94, ""sobel_mean"": 13.67}","{""mean"": 101.64, ""median"": 99.0, ""p5"": 78.0, ""p95"": 132.0, ""dark_pct"": 0.95, ""bright_pct"": 0.0}","{""rms"": 21.15, ""grayscale_std"": 21.15, ""spread_p95_p5"": 54.0, ""michelson"": 0.257}","{""residual_std"": 1.66, ""residual_mad"": 1.21, ""local_var_mean"": 7.38}","{""coverage"": 0.479, ""circularity"": 0.997, ""aspect_ratio"": 1.0, ""border_clipped"": false}","{""center_edge_ratio"": 1.071, ""center_edge_diff"": 7.0, ""map_cov"": 0.252}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.9135,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.914 >= 0.7, Min Dimension = 0.700)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.914 >= 0.7, Min Dimension = 0.700))",0.77
aptos_7c52fe73e748,aptos_7c52fe73e748.png,NON-CRITICAL,0.9467,NON-CRITICAL,0.9213,0.8381,0.9285,0.9739,0.764,1.0,1.0,1.0,"{""var_laplacian"": 37.73, ""laplacian_energy"": 37.73, ""tenengrad"": 219.42, ""sobel_mean"": 10.46}","{""mean"": 99.53, ""median"": 98.0, ""p5"": 85.0, ""p95"": 122.0, ""dark_pct"": 0.97, ""bright_pct"": 0.0}","{""rms"": 15.76, ""grayscale_std"": 15.76, ""spread_p95_p5"": 37.0, ""michelson"": 0.179}","{""residual_std"": 1.48, ""residual_mad"": 1.07, ""local_var_mean"": 8.97}","{""coverage"": 0.742, ""circularity"": 0.933, ""aspect_ratio"": 1.263, ""border_clipped"": true}","{""center_edge_ratio"": 1.098, ""center_edge_diff"": 9.58, ""map_cov"": 0.14}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.9213,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.921 >= 0.7, Min Dimension = 0.764)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.921 >= 0.7, Min Dimension = 0.764))",0.73
aptos_7c629b491d1a,aptos_7c629b491d1a.png,NON-CRITICAL,0.9467,NON-CRITICAL,0.8051,0.568,0.9831,0.4806,0.9357,1.0,1.0,1.0,"{""var_laplacian"": 5.95, ""laplacian_energy"": 5.95, ""tenengrad"": 71.39, ""sobel_mean"": 6.67}","{""mean"": 87.75, ""median"": 88.0, ""p5"": 75.0, ""p95"": 99.0, ""dark_pct"": 0.77, ""bright_pct"": 0.0}","{""rms"": 11.28, ""grayscale_std"": 11.28, ""spread_p95_p5"": 24.0, ""michelson"": 0.138}","{""residual_std"": 0.71, ""residual_mad"": 0.39, ""local_var_mean"": 2.26}","{""coverage"": 0.751, ""circularity"": 0.934, ""aspect_ratio"": 1.271, ""border_clipped"": true}","{""center_edge_ratio"": 1.104, ""center_edge_diff"": 8.83, ""map_cov"": 0.131}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.8051,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.805 >= 0.7, Min Dimension = 0.481)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.805 >= 0.7, Min Dimension = 0.481))",0.8
aptos_7c6594b50690,aptos_7c6594b50690.png,NON-CRITICAL,0.9467,NON-CRITICAL,0.9019,0.8924,0.8629,1.0,0.4939,1.0,1.0,1.0,"{""var_laplacian"": 52.41, ""laplacian_energy"": 52.41, ""tenengrad"": 806.91, ""sobel_mean"": 15.81}","{""mean"": 108.28, ""median"": 111.0, ""p5"": 90.0, ""p95"": 132.0, ""dark_pct"": 3.31, ""bright_pct"": 0.0}","{""rms"": 23.63, ""grayscale_std"": 23.63, ""spread_p95_p5"": 42.0, ""michelson"": 0.189}","{""residual_std"": 2.02, ""residual_mad"": 1.06, ""local_var_mean"": 30.96}","{""coverage"": 0.817, ""circularity"": 0.99, ""aspect_ratio"": 1.0, ""border_clipped"": true}","{""center_edge_ratio"": 1.043, ""center_edge_diff"": 4.73, ""map_cov"": 0.167}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.9019,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.902 >= 0.7, Min Dimension = 0.494)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.902 >= 0.7, Min Dimension = 0.494))",0.78
aptos_7c90ab025331,aptos_7c90ab025331.png,NON-CRITICAL,0.9467,NON-CRITICAL,0.854,0.504,0.8913,1.0,0.9432,1.0,1.0,1.0,"{""var_laplacian"": 4.72, ""laplacian_energy"": 4.72, ""tenengrad"": 72.7, ""sobel_mean"": 6.31}","{""mean"": 104.49, ""median"": 103.0, ""p5"": 86.0, ""p95"": 134.0, ""dark_pct"": 0.82, ""bright_pct"": 0.0}","{""rms"": 17.05, ""grayscale_std"": 17.05, ""spread_p95_p5"": 48.0, ""michelson"": 0.218}","{""residual_std"": 0.62, ""residual_mad"": 0.32, ""local_var_mean"": 2.87}","{""coverage"": 0.752, ""circularity"": 0.932, ""aspect_ratio"": 1.273, ""border_clipped"": true}","{""center_edge_ratio"": 1.084, ""center_edge_diff"": 8.44, ""map_cov"": 0.16}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.854,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.854 >= 0.7, Min Dimension = 0.504)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.854 >= 0.7, Min Dimension = 0.504))",0.77
aptos_7cc4b7aabe04,aptos_7cc4b7aabe04.png,NON-CRITICAL,0.9467,NON-CRITICAL,0.8521,0.678,0.9156,0.693,0.9129,1.0,1.0,1.0,"{""var_laplacian"": 10.81, ""laplacian_energy"": 10.81, ""tenengrad"": 135.35, ""sobel_mean"": 9.58}","{""mean"": 78.74, ""median"": 79.0, ""p5"": 60.0, ""p95"": 97.0, ""dark_pct"": 0.68, ""bright_pct"": 0.0}","{""rms"": 13.21, ""grayscale_std"": 13.21, ""spread_p95_p5"": 37.0, ""michelson"": 0.236}","{""residual_std"": 0.96, ""residual_mad"": 0.6, ""local_var_mean"": 4.12}","{""coverage"": 0.838, ""circularity"": 0.925, ""aspect_ratio"": 1.302, ""border_clipped"": true}","{""center_edge_ratio"": 1.109, ""center_edge_diff"": 8.19, ""map_cov"": 0.156}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.8521,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.852 >= 0.7, Min Dimension = 0.678)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.852 >= 0.7, Min Dimension = 0.678))",0.74
aptos_7ccb267fd394,aptos_7ccb267fd394.png,NON-CRITICAL,0.9467,NON-CRITICAL,0.8127,0.5561,0.9579,0.584,0.9238,1.0,1.0,1.0,"{""var_laplacian"": 8.32, ""laplacian_energy"": 8.32, ""tenengrad"": 101.27, ""sobel_mean"": 8.04}","{""mean"": 84.38, ""median"": 85.0, ""p5"": 69.0, ""p95"": 99.0, ""dark_pct"": 0.69, ""bright_pct"": 0.0}","{""rms"": 12.22, ""grayscale_std"": 12.22, ""spread_p95_p5"": 30.0, ""michelson"": 0.179}","{""residual_std"": 0.84, ""residual_mad"": 0.49, ""local_var_mean"": 3.13}","{""coverage"": 0.839, ""circularity"": 0.927, ""aspect_ratio"": 1.302, ""border_clipped"": true}","{""center_edge_ratio"": 1.112, ""center_edge_diff"": 9.06, ""map_cov"": 0.144}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.8127,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.813 >= 0.7, Min Dimension = 0.556)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.813 >= 0.7, Min Dimension = 0.556))",0.78
aptos_7ccf9d25dc48,aptos_7ccf9d25dc48.png,NON-CRITICAL,0.9467,NON-CRITICAL,0.9164,0.9217,0.959,1.0,0.4254,1.0,0.9961,1.0,"{""var_laplacian"": 58.0, ""laplacian_energy"": 58.0, ""tenengrad"": 751.11, ""sobel_mean"": 18.24}","{""mean"": 95.46, ""median"": 95.0, ""p5"": 70.0, ""p95"": 129.0, ""dark_pct"": 3.2, ""bright_pct"": 0.0}","{""rms"": 25.71, ""grayscale_std"": 25.71, ""spread_p95_p5"": 59.0, ""michelson"": 0.296}","{""residual_std"": 2.12, ""residual_mad"": 1.26, ""local_var_mean"": 26.88}","{""coverage"": 0.815, ""circularity"": 0.992, ""aspect_ratio"": 1.0, ""border_clipped"": true}","{""center_edge_ratio"": 1.158, ""center_edge_diff"": 14.46, ""map_cov"": 0.242}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.9164,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.916 >= 0.7, Min Dimension = 0.425)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.916 >= 0.7, Min Dimension = 0.425))",0.75
aptos_7ce671f952be,aptos_7ce671f952be.png,NON-CRITICAL,0.9467,NON-CRITICAL,0.9141,0.8951,0.9343,1.0,0.5017,1.0,1.0,1.0,"{""var_laplacian"": 52.9, ""laplacian_energy"": 52.9, ""tenengrad"": 726.7, ""sobel_mean"": 15.66}","{""mean"": 98.76, ""median"": 100.0, ""p5"": 81.0, ""p95"": 119.0, ""dark_pct"": 3.71, ""bright_pct"": 0.0}","{""rms"": 23.3, ""grayscale_std"": 23.3, ""spread_p95_p5"": 38.0, ""michelson"": 0.19}","{""residual_std"": 2.01, ""residual_mad"": 1.08, ""local_var_mean"": 28.28}","{""coverage"": 0.819, ""circularity"": 0.989, ""aspect_ratio"": 1.0, ""border_clipped"": true}","{""center_edge_ratio"": 1.168, ""center_edge_diff"": 16.11, ""map_cov"": 0.189}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.9141,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.914 >= 0.7, Min Dimension = 0.502)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.914 >= 0.7, Min Dimension = 0.502))",0.73
aptos_7d0a871c45db,aptos_7d0a871c45db.png,NON-CRITICAL,0.9467,NON-CRITICAL,0.9098,0.9223,0.9075,1.0,0.4311,1.0,1.0,1.0,"{""var_laplacian"": 58.12, ""laplacian_energy"": 58.12, ""tenengrad"": 751.71, ""sobel_mean"": 17.44}","{""mean"": 102.34, ""median"": 103.0, ""p5"": 86.0, ""p95"": 124.0, ""dark_pct"": 2.74, ""bright_pct"": 0.0}","{""rms"": 22.31, ""grayscale_std"": 22.31, ""spread_p95_p5"": 38.0, ""michelson"": 0.181}","{""residual_std"": 2.11, ""residual_mad"": 1.25, ""local_var_mean"": 27.59}","{""coverage"": 0.812, ""circularity"": 0.991, ""aspect_ratio"": 1.0, ""border_clipped"": true}","{""center_edge_ratio"": 1.091, ""center_edge_diff"": 9.16, ""map_cov"": 0.169}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.9098,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.910 >= 0.7, Min Dimension = 0.431)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.910 >= 0.7, Min Dimension = 0.431))",0.72
aptos_7d11dbc1e738,aptos_7d11dbc1e738.png,NON-CRITICAL,0.9467,NON-CRITICAL,0.9236,0.9251,0.867,1.0,0.6971,0.9505,1.0,1.0,"{""var_laplacian"": 36.96, ""laplacian_energy"": 36.96, ""tenengrad"": 376.88, ""sobel_mean"": 15.05}","{""mean"": 107.73, ""median"": 106.0, ""p5"": 81.0, ""p95"": 146.0, ""dark_pct"": 0.97, ""bright_pct"": 0.0}","{""rms"": 22.88, ""grayscale_std"": 22.88, ""spread_p95_p5"": 65.0, ""michelson"": 0.286}","{""residual_std"": 1.67, ""residual_mad"": 1.2, ""local_var_mean"": 12.85}","{""coverage"": 0.48, ""circularity"": 0.997, ""aspect_ratio"": 1.0, ""border_clipped"": false}","{""center_edge_ratio"": 1.058, ""center_edge_diff"": 6.07, ""map_cov"": 0.203}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.9236,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.924 >= 0.7, Min Dimension = 0.697)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.924 >= 0.7, Min Dimension = 0.697))",0.76
aptos_7d1b40fdbd86,aptos_7d1b40fdbd86.png,NON-CRITICAL,0.9467,NON-CRITICAL,0.912,0.8954,0.9621,1.0,0.4818,1.0,0.9567,1.0,"{""var_laplacian"": 52.95, ""laplacian_energy"": 52.95, ""tenengrad"": 678.14, ""sobel_mean"": 17.95}","{""mean"": 84.94, ""median"": 86.0, ""p5"": 55.0, ""p95"": 116.0, ""dark_pct"": 3.01, ""bright_pct"": 0.0}","{""rms"": 23.0, ""grayscale_std"": 23.0, ""spread_p95_p5"": 61.0, ""michelson"": 0.357}","{""residual_std"": 2.04, ""residual_mad"": 1.26, ""local_var_mean"": 23.39}","{""coverage"": 0.812, ""circularity"": 0.991, ""aspect_ratio"": 1.0, ""border_clipped"": true}","{""center_edge_ratio"": 1.262, ""center_edge_diff"": 20.71, ""map_cov"": 0.267}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.912,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.912 >= 0.7, Min Dimension = 0.482)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.912 >= 0.7, Min Dimension = 0.482))",0.81
aptos_7d1da90d3ca9,aptos_7d1da90d3ca9.png,NON-CRITICAL,0.9467,NON-CRITICAL,0.8881,0.7427,0.9138,0.9298,0.913,0.996,0.8518,1.0,"{""var_laplacian"": 16.83, ""laplacian_energy"": 16.83, ""tenengrad"": 121.34, ""sobel_mean"": 7.69}","{""mean"": 101.5, ""median"": 102.0, ""p5"": 44.0, ""p95"": 168.0, ""dark_pct"": 1.04, ""bright_pct"": 0.05}","{""rms"": 35.51, ""grayscale_std"": 35.51, ""spread_p95_p5"": 124.0, ""michelson"": 0.585}","{""residual_std"": 0.96, ""residual_mad"": 0.67, ""local_var_mean"": 5.34}","{""coverage"": 0.915, ""circularity"": 0.918, ""aspect_ratio"": 1.322, ""border_clipped"": true}","{""center_edge_ratio"": 1.145, ""center_edge_diff"": 13.92, ""map_cov"": 0.331}","{""sat_pixel_pct"": 0.0, ""glare_blob_count"": 0, ""glare_max_area"": 0}",None,False,None,False,False,None,NOT_APPLICABLE,0.8881,0.0,True,False,"All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.888 >= 0.7, Min Dimension = 0.743)","Original image meets acceptable clinical quality standards; enhancement not needed (All 7 quality dimensions within acceptable clinical limits (Overall Score = 0.888 >= 0.7, Min Dimension = 0.743))",0.8
